id.x,author,fname,lname,gender,pubtitle,date,id.y
301,"Davis, Lydia",Lydia, Davis,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,304
302,"Cross, Kelly J.",NA,NA,NA,NA,NA,NA
303,"Clancy, Kathryn B. H.",NA,NA,NA,NA,NA,NA
304,"Mendenhall, Ruby",Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,330
304,"Mendenhall, Ruby",Ruby, Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,307
305,"Imoukhuede, Princess",Princess, Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,308
305,"Imoukhuede, Princess",Princess, Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,334
306,"Amos, Jennifer R.",NA,NA,NA,NA,NA,NA
307,"Gatz, Jennifer A.",NA,NA,NA,NA,NA,NA
308,"Bugallo, Monica",Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,320
308,"Bugallo, Monica",Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,312
309,"Schilling, M.",NA,NA,NA,NA,NA,NA
310,"Pinnell, M.",NA,NA,NA,NA,NA,NA
311,"Mallette, Jennifer C.",NA,NA,NA,NA,NA,NA
312,"Ackler, Harold",Harold, Ackler,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,316
313,"Brandt, Ronald E.",NA,NA,NA,NA,NA,NA
314,"Aveni, Doreen",Doreen, Aveni,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,319
315,"Coffman-Wolph, Stephany",Stephany,Coffman-Wolph,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,321
316,"Gray, Kimberlyn",Kimberlyn, Gray,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,322
317,"Marchetti, Carol",Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,326
317,"Marchetti, Carol",Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,243
318,"Rommel, Andrea G.",NA,NA,NA,NA,NA,NA
319,"Clayton, Laurie A.",NA,NA,NA,NA,NA,NA
320,"Cromley, Jennifer G.",NA,NA,NA,NA,NA,NA
321,"Daly, Russell E.",NA,NA,NA,NA,NA,NA
322,"Erickson, Alan K.",NA,NA,NA,NA,NA,NA
323,"Bristol, David G.",NA,NA,NA,NA,NA,NA
324,"Xie, Yu",Yu,Xie,female,Annual Review of Sociology,2015,340
325,"Fang, Michael",Michael, Fang,male,Annual Review of Sociology,2015,341
326,"Shauman, Kimberlee",Kimberlee, Shauman,female,Annual Review of Sociology,2015,342
326,"Shauman, Kimberlee",Kimberlee,Shauman,female,Social Sciences,2017,994
327,"Jezierska, Joanna",Joanna,Jezierska,female,Techniques,2016,343
328,"Kulkarni, Anagha",Anagha,Kulkarni,female,ACM Conference on Innovation and Technology in Computer Science Education,2018,344
329,"Yoon, Ilmi",Ilmi, Yoon,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,345
330,"Pennings, Pleuni S.",NA,NA,NA,NA,NA,NA
331,"Okada, Kazunori",Kazunori, Okada,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,347
332,"Domingo, Carmen",Carmen, Domingo,female,ACM Conference on Innovation and Technology in Computer Science Education,2018,348
333,"Golubchik, Leana",Leana,Golubchik,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,349
334,"Redel, Mallory",Mallory, Redel,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,350
335,"Outlay, Christina N.",NA,NA,NA,NA,NA,NA
336,"Platt, Alana J.",NA,NA,NA,NA,NA,NA
337,"Conroy, Kacie",Kacie, Conroy,female,ACM Transactions on Computing Education,2017,353
338,"Huryn, Donna M.",NA,NA,NA,NA,NA,NA
339,"Bolognesi, Maria L.",NA,NA,NA,NA,NA,NA
340,"Young, Wendy B.",NA,NA,NA,NA,NA,NA
341,"Davis, Rebecca",Rebecca,Davis,female,Journal of Education for Library and Information Science,2014,357
342,"Howe, Samantha A.",NA,NA,NA,NA,NA,NA
343,"Juhas, Mary C.",NA,NA,NA,NA,NA,NA
344,"Herbers, Joan M.",NA,NA,NA,NA,NA,NA
345,"Rankins, Claudia",Claudia, Rankins,female,New Directions for Higher Education,2013,932
345,"Rankins, Claudia",Claudia,Rankins,female,Peer Review,2014,361
346,"Rankins, Falcon",Falcon, Rankins,male,Peer Review,2014,362
347,"Inniss, Tasha",Tasha, Inniss,female,Peer Review,2014,363
348,"Jackson, Kimberly M.",NA,NA,NA,NA,NA,NA
349,"Winfield, Leyte L.",NA,NA,NA,NA,NA,NA
350,"King, Joseph T.",NA,NA,NA,NA,NA,NA
351,"Angoff, Nancy R.",NA,NA,NA,NA,NA,NA
352,"Forrest, John N.",NA,NA,NA,NA,NA,NA
353,"Justice, Amy C.",NA,NA,NA,NA,NA,NA
354,"White, Kate",Kate,White,female,Australian Quarterly,2015,370
355,"Jackson, Karen M.",NA,NA,NA,NA,NA,NA
356,"Suizzo, Marie-Anne.",Marie-Anne., Suizzo,NA,Journal of Women and Minorities in Science and Engineering,2017,372
357,"Harvey, Kristin E.",NA,NA,NA,NA,NA,NA
358,"Litzler, Elizabeth",Elizabeth, Litzler,female,Journal of Women and Minorities in Science and Engineering,2007,422
358,"Litzler, Elizabeth",Elizabeth,Litzler,female,Research in Higher Education,2014,1718
358,"Litzler, Elizabeth",Elizabeth,Litzler,female,Journal of Women and Minorities in Science and Engineering,2018,374
359,"Lorah, Julie A.",NA,NA,NA,NA,NA,NA
360,"Wilson, Denise M.",NA,NA,NA,NA,NA,NA
361,"Bates, Rebecca",Rebecca, Bates,female,Journal of Women and Minorities in Science and Engineering,2015,377
362,"Scott, Elaine P.",NA,NA,NA,NA,NA,NA
363,"Painter, Sarah M.",NA,NA,NA,NA,NA,NA
364,"Shaffer, Jamie",Jamie, Shaffer,female,Journal of Women and Minorities in Science and Engineering,2015,380
365,"Buontempo, J.",NA,NA,NA,NA,NA,NA
366,"Riegle-Crumb, C.",NA,NA,NA,NA,NA,NA
367,"Patrick, A.",NA,NA,NA,NA,NA,NA
368,"Peng, M.",NA,NA,NA,NA,NA,NA
369,"Burnett, Ann",Ann,Burnett,female,Journal of Women and Minorities in Science and Engineering,2012,385
370,"Bilen-Green, Canan",Canan, Bilen-Green,male,Journal of Women and Minorities in Science and Engineering,2012,386
371,"McGeorge, Christi R.",NA,NA,NA,NA,NA,NA
372,"Anicha, Cali L.",NA,NA,NA,NA,NA,NA
373,"Miner, Kathi N.",NA,NA,NA,NA,NA,NA
374,"Diaz, Ismael",Ismael, Diaz,male,Journal of Women and Minorities in Science and Engineering,2017,390
375,"Rinn, Anne N.",NA,NA,NA,NA,NA,NA
376,"Valla, Jeffrey M.",NA,NA,NA,NA,NA,NA
377,"Williams, Wendy M.",NA,NA,NA,NA,NA,NA
378,"Stewart, Abigail J.",NA,NA,NA,NA,NA,NA
379,"Herzog, Keith A.",NA,NA,NA,NA,NA,NA
380,"Malley, Janet E.",NA,NA,NA,NA,NA,NA
381,"Bejerano, Arleen R.",NA,NA,NA,NA,NA,NA
382,"Bartosh, Travis M.",NA,NA,NA,NA,NA,NA
383,"Long, Ziyu",Ziyu,Long,NA,Journal of Women and Minorities in Science and Engineering,2018,399
383,"Long, Ziyu",Ziyu, Long,NA,Management Communication Quarterly,2015,1421
384,"Buzzanell, Patrice M.",NA,NA,NA,NA,NA,NA
385,"Kokini, Klod",Klod, Kokini,NA,Journal of Women and Minorities in Science and Engineering,2018,401
385,"Kokini, Klod",Klod, Kokini,NA,Management Communication Quarterly,2015,1423
386,"Wilson, Robyn F.",NA,NA,NA,NA,NA,NA
387,"Batra, Jennifer C.",NA,NA,NA,NA,NA,NA
388,"Anderson, Lindsey B.",NA,NA,NA,NA,NA,NA
389,"McPherson, Ezella",Ezella,McPherson,NA,Journal of Women and Minorities in Science and Engineering,2016,405
390,"Ross, Monique S.",NA,NA,NA,NA,NA,NA
391,"Capobianco, Brenda M.",NA,NA,NA,NA,NA,NA
392,"Godwin, Allison",Allison, Godwin,female,Journal of Women and Minorities in Science and Engineering,2017,408
392,"Godwin, Allison",Allison, Godwin,female,Social Sciences,2018,988
393,"Johnson, Terri N.",NA,NA,NA,NA,NA,NA
394,"Sonnert, Gerhard",Gerhard, Sonnert,male,Science Education,2012,913
394,"Sonnert, Gerhard",Gerhard, Sonnert,male,Gender & Society,2011,1347
394,"Sonnert, Gerhard",Gerhard, Sonnert,male,Journal of College Science Teaching,2013,1048
394,"Sonnert, Gerhard",Gerhard, Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,413
395,"Sadler, Phillip M.",NA,NA,NA,NA,NA,NA
396,"George-Jackson, Casey E.",NA,NA,NA,NA,NA,NA
397,"Graves, Amy",Amy,Graves,female,Journal of Women and Minorities in Science and Engineering,2017,416
398,"Hoshino-Browne, Etsuko",Etsuko, Hoshino-Browne,NA,Journal of Women and Minorities in Science and Engineering,2017,417
399,"Lui, Kristine",Kristine, Lui,female,Journal of Women and Minorities in Science and Engineering,2017,418
400,"Yen, Joyce W.",NA,NA,NA,NA,NA,NA
401,"Borum, Viveka",Viveka,Borum,NA,Journal of Negro Education,2012,787
401,"Borum, Viveka",Viveka,Borum,NA,Journal of Women and Minorities in Science and Engineering,2011,424
402,"Walker, Erica",Erica, Walker,female,Journal of Negro Education,2012,788
402,"Walker, Erica",Erica, Walker,female,Journal of Women and Minorities in Science and Engineering,2011,425
403,"Nehmeh, Ghada",Ghada,Nehmeh,female,Journal of Women and Minorities in Science and Engineering,2018,426
404,"Kelly, Angela",Angela, Kelly,female,Journal of Women and Minorities in Science and Engineering,2018,427
404,"Kelly, Angela",Angela,Kelly,female,Physical Review Physics Education Research,2016,64
404,"Kelly, Angela",Angela, Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,311
404,"Kelly, Angela",Angela,Kelly,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,318
405,"Packard, Becky W.",NA,NA,NA,NA,NA,NA
406,"Gagnon, Janelle L.",NA,NA,NA,NA,NA,NA
407,"LaBelle, Onawa",Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,430
407,"LaBelle, Onawa",Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,435
408,"Jeffers, Kimberly",Kimberly, Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,431
408,"Jeffers, Kimberly",Kimberly, Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,436
409,"Lynn, Erica",Erica, Lynn,female,Journal of Women and Minorities in Science and Engineering,2011,437
409,"Lynn, Erica",Erica, Lynn,female,Journal of Women and Minorities in Science and Engineering,2011,432
410,"Bauer, Greta R.",NA,NA,NA,NA,NA,NA
411,"Scheim, Ayden I.",NA,NA,NA,NA,NA,NA
412,"Pyne, Jake",Jake, Pyne,male,BMC Public Health,2015,440
413,"Travers, Robb",Robb, Travers,NA,BMC Public Health,2015,441
414,"Hammond, Rebecca",Rebecca, Hammond,female,BMC Public Health,2015,442
415,"Gisler, Stephanie",Stephanie,Gisler,female,Industrial and Organizational Psychology,2018,443
416,"Kato, Anne E.",NA,NA,NA,NA,NA,NA
417,"Lee, Soohyun",Soohyun, Lee,NA,Industrial and Organizational Psychology,2018,445
418,"Leung, Desmond W.",NA,NA,NA,NA,NA,NA
419,"Smith, Kristin A.",NA,NA,NA,NA,NA,NA
420,"Arlotta, Paola",Paola, Arlotta,female,Cell Stem Cell,2015,450
420,"Arlotta, Paola",Paola, Arlotta,female,Cell Stem Cell,2015,448
421,"Watt, Fiona M.",NA,NA,NA,NA,NA,NA
422,"Bargmann, Cori",Cori, Bargmann,female,Cell Stem Cell,2015,451
423,"Berg, David",David, Berg,male,Cell Stem Cell,2015,452
424,"Briggs, LaTese",LaTese, Briggs,NA,Cell Stem Cell,2015,453
425,"Chao, Moses V.",NA,NA,NA,NA,NA,NA
426,"Dulac, Catherine",Catherine, Dulac,female,Cell Stem Cell,2015,455
427,"Eggan, Kevin",Kevin, Eggan,male,Cell Stem Cell,2015,456
428,"Escobar-Alvarez, Sindy",Sindy, Escobar-Alvarez,female,Cell Stem Cell,2015,457
429,"Fossati, Valentina",Valentina, Fossati,female,Cell Stem Cell,2015,458
430,"Fuchs, Elaine",Elaine, Fuchs,female,Cell Stem Cell,2015,459
431,"Glimcher, Laurie H.",NA,NA,NA,NA,NA,NA
432,"Greco, Valentina",Valentina, Greco,female,Cell Stem Cell,2015,461
433,"Grosz, Barbara J.",NA,NA,NA,NA,NA,NA
434,"Hsu, Ya-Chieh",Ya-Chieh, Hsu,NA,Cell Stem Cell,2015,463
435,"Hynes, Mary",Mary, Hynes,female,Cell Stem Cell,2015,464
436,"Klitzman, Robert",Robert, Klitzman,male,Cell Stem Cell,2015,465
437,"Masur, Sandra",Sandra, Masur,female,Cell Stem Cell,2015,466
438,"Mummery, Christine",Christine, Mummery,female,Cell Stem Cell,2015,467
439,"Myers, Betsy",Betsy, Myers,female,Cell Stem Cell,2015,468
440,"Nirenberg, Melissa J.",NA,NA,NA,NA,NA,NA
441,"Pola, Carolina",Carolina, Pola,female,Cell Stem Cell,2015,470
442,"Pomeroy, Claire",Claire, Pomeroy,female,Cell Stem Cell,2015,471
443,"Ruta, Vanessa",Vanessa, Ruta,female,Cell Stem Cell,2015,472
444,"Schachter, Beth",Beth, Schachter,female,Cell Stem Cell,2015,473
445,"Simmons, Rache",Rache, Simmons,NA,Cell Stem Cell,2015,474
446,"Solomon, Susan L.",NA,NA,NA,NA,NA,NA
447,"Vunjak-Novakovic, Gordana",Gordana, Vunjak-Novakovic,NA,Cell Stem Cell,2015,477
448,"June, Audrey W.",NA,NA,NA,NA,NA,NA
449,"Salmon, Barrington M.",NA,NA,NA,NA,NA,NA
450,"Martinez Ortiz, Araceli",Araceli,Martinez Ortiz,female,American Journal of Engineering Education,2015,482
451,"Sriraman, Vederaman",Vederaman, Sriraman,NA,American Journal of Engineering Education,2015,483
452,"Kulturel-Konak, Sadan",Sadan,Kulturel-Konak,NA,Contemporary Issues in Education Research,2011,484
453,"D'Allegro, Mary Lou",Mary Lou, D'Allegro,NA,Contemporary Issues in Education Research,2011,485
454,"Dickinson, Sarah",Sarah, Dickinson,female,Contemporary Issues in Education Research,2011,486
455,"Torres, Lisette E.",NA,NA,NA,NA,NA,NA
456,"Vieyra, Michelle",Michelle,Vieyra,female,Council on Undergraduate Research Quarterly,2011,488
457,"Gilmore, Joanna",Joanna, Gilmore,female,Council on Undergraduate Research Quarterly,2011,489
458,"Timmerman, Briana",Briana, Timmerman,female,Council on Undergraduate Research Quarterly,2011,490
459,"Edzie, Rosemary L.",NA,NA,NA,NA,NA,NA
460,"Andrews, Jane",Jane,Andrews,female,International Journal of Engineering Education,2016,492
461,"Clark, Robin",Robin, Clark,female,International Journal of Engineering Education,2016,493
462,"Geisinger, Brandi N.",NA,NA,NA,NA,NA,NA
463,"Raman, D. Raj",D. Raj, Raman,NA,International Journal of Engineering Education,2013,495
464,"Engberg, Mark E.",NA,NA,NA,NA,NA,NA
465,"Wolniak, Gregory C.",NA,NA,NA,NA,NA,NA
466,"Calderwood, Charles",Charles, Calderwood,male,Teachers College Record,2013,500
467,"Sublett, Cameron",Cameron,Sublett,male,Teachers College Record,2017,501
468,"Gottfried, Michael A.",NA,NA,NA,NA,NA,NA
469,"Holliday, Emma B.",NA,NA,NA,NA,NA,NA
470,"Siker, Malika",Malika, Siker,female,Advances in Radiation Oncology,2018,504
471,"Chapman, Christina H.",NA,NA,NA,NA,NA,NA
472,"Jagsi, Reshma",Reshma, Jagsi,NA,Advances in Radiation Oncology,2018,506
473,"Bitterman, Danielle S.",NA,NA,NA,NA,NA,NA
474,"Ahmed, Awad A.",NA,NA,NA,NA,NA,NA
475,"Winkfield, Karen",Karen, Winkfield,female,Advances in Radiation Oncology,2018,509
476,"Kelly, Maria",Maria, Kelly,female,Advances in Radiation Oncology,2018,510
477,"Tarbell, Nancy J.",NA,NA,NA,NA,NA,NA
478,"Deville, Curtiland",Curtiland, Deville,NA,Advances in Radiation Oncology,2018,512
479,"Harrington, Kate A.",NA,NA,NA,NA,NA,NA
480,"Chang, Gregory",Gregory, Chang,male,Clinical Imaging,2018,514
481,"Kraemer, Nicole C.",NA,NA,NA,NA,NA,NA
482,"Karacora, Bilge",Bilge, Karacora,NA,Computers & Education,2016,516
483,"Lucas, Gale",Gale, Lucas,NA,Computers & Education,2016,517
484,"Dehghani, Morteza",Morteza, Dehghani,NA,Computers & Education,2016,518
485,"Ruether, Gina",Gina, Ruether,female,Computers & Education,2016,519
486,"Gratch, Jonathan",Jonathan, Gratch,male,Computers & Education,2016,520
487,"Lee, Ahlam",Ahlam,Lee,female,Computers & Education,2015,521
488,"Berg, Tessa",Tessa,Berg,female,Computers & Education,2018,522
489,"Sharpe, Alexander",Alexander, Sharpe,male,Computers & Education,2018,523
490,"Aitkin, Emma",Emma, Aitkin,female,Computers & Education,2018,524
491,"Stoeger, Heidrun",Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1889
491,"Stoeger, Heidrun",Heidrun,Stoeger,NA,Computers & Education,2013,525
492,"Duan, Xiaoju",Xiaoju, Duan,NA,Computers & Education,2013,526
493,"Schirner, Sigrun",Sigrun, Schirner,NA,Computers & Education,2013,527
493,"Schirner, Sigrun",Sigrun, Schirner,NA,Annals of the New York Academy of Sciences,2016,1890
494,"Greindl, Teresa",Teresa, Greindl,female,Computers & Education,2013,528
495,"Ziegler, Albert",Albert, Ziegler,male,Computers & Education,2013,529
495,"Ziegler, Albert",Albert, Ziegler,male,Annals of the New York Academy of Sciences,2016,1894
496,"Wladis, Claire",Claire,Wladis,female,Community College Review,2015,1331
496,"Wladis, Claire",Claire,Wladis,female,Computers & Education,2015,530
497,"Hachey, Alyse C.",NA,NA,NA,NA,NA,NA
498,"Conway, Katherine M.",NA,NA,NA,NA,NA,NA
499,"Christensen, Rhonda",Rhonda,Christensen,female,Journal of Science Education and Technology,2015,1657
499,"Christensen, Rhonda",Rhonda,Christensen,female,Computers in Human Behavior,2014,533
500,"Knezek, Gerald",Gerald, Knezek,male,Journal of Science Education and Technology,2015,1658
500,"Knezek, Gerald",Gerald, Knezek,male,Computers in Human Behavior,2014,534
501,"Tyler-Wood, Tandra",Tandra, Tyler-Wood,NA,Computers in Human Behavior,2014,535
501,"Tyler-Wood, Tandra",Tandra, Tyler-Wood,NA,Journal of Science Education and Technology,2015,1659
502,"Perez, Tony",Tony, Perez,male,Contemporary Educational Psychology,2013,537
503,"Wills, Theodore W.",NA,NA,NA,NA,NA,NA
504,"Tanaka, Jacqueline C.",NA,NA,NA,NA,NA,NA
505,"Horvat, Erin M.",NA,NA,NA,NA,NA,NA
506,"Agbenyega, Emily T.",NA,NA,NA,NA,NA,NA
507,"Newall, Carol",Carol,Newall,female,Contemporary Educational Psychology,2018,542
508,"Gonsalkorale, Karen",Karen, Gonsalkorale,female,Contemporary Educational Psychology,2018,543
509,"Walker, Ellen",Ellen, Walker,female,Contemporary Educational Psychology,2018,544
510,"Forbes, G. Anne",G. Anne, Forbes,NA,Contemporary Educational Psychology,2018,545
511,"Highfield, Kate",Kate, Highfield,female,Contemporary Educational Psychology,2018,546
512,"Sweller, Naomi",Naomi, Sweller,female,Contemporary Educational Psychology,2018,547
513,"Wang, Ming-Te",Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
513,"Wang, Ming-Te",Ming-Te,Wang,NA,Developmental Review,2013,548
513,"Wang, Ming-Te",Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
513,"Wang, Ming-Te",Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
513,"Wang, Ming-Te",Ming-Te,Wang,NA,Psychological Science,2013,1454
514,"Degol, Jessica L.",NA,NA,NA,NA,NA,NA
515,"Astorne-Figari, Carmen",Carmen,Astorne-Figari,female,Economics Letters,2018,550
516,"Speer, Jamin D.",NA,NA,NA,NA,NA,NA
517,"Rask, Kevin",Kevin,Rask,male,Economics of Education Review,2010,552
518,"Russell, Lauren",Lauren,Russell,female,Economics of Education Review,2017,553
519,"Bottia, Martha C.",NA,NA,NA,NA,NA,NA
520,"Stearns, Elizabeth",Elizabeth, Stearns,female,Economics of Education Review,2015,555
520,"Stearns, Elizabeth",Elizabeth, Stearns,female,Social Currents,2016,1533
520,"Stearns, Elizabeth",Elizabeth, Stearns,female,International Journal of STEM Education,2018,1644
521,"Mickelson, Roslyn A.",NA,NA,NA,NA,NA,NA
522,"Moller, Stephanie",Stephanie, Moller,female,International Journal of STEM Education,2018,1645
522,"Moller, Stephanie",Stephanie, Moller,female,Social Currents,2016,1532
522,"Moller, Stephanie",Stephanie, Moller,female,Economics of Education Review,2015,557
523,"Valentino, Lauren",Lauren, Valentino,female,Economics of Education Review,2015,558
523,"Valentino, Lauren",Lauren,Valentino,female,Social Currents,2016,1531
524,"Griffith, Amanda L.",NA,NA,NA,NA,NA,NA
525,"Price, Joshua",Joshua,Price,male,Economics of Education Review,2010,560
526,"Shi, Ying",Ying,Shi,NA,Economics of Education Review,2018,561
527,"Kokkelenberg, Edward C.",NA,NA,NA,NA,NA,NA
528,"Sinha, Esha",Esha, Sinha,female,Economics of Education Review,2010,563
529,"Han, Seong Won",Seong Won,Han,NA,International Journal of Educational Development,2016,564
530,"Palumbo, Laura",Laura,Palumbo,female,Journal of Academic Librarianship,2016,565
531,"Robnett, Rachael D.",NA,NA,NA,NA,NA,NA
532,"Thoman, Sarah E.",NA,NA,NA,NA,NA,NA
533,"Adame, Consolación",Consolación,Adame,NA,Journal of Business Research,2016,568
534,"Caplliure, Eva-María",Eva-María, Caplliure,NA,Journal of Business Research,2016,569
535,"Miquel, María-José",María-José, Miquel,NA,Journal of Business Research,2016,570
536,"Farrell, Lynn",Lynn,Farrell,female,Journal of Contextual Behavioral Science,2017,571
537,"McHugh, Louise",Louise, McHugh,female,Journal of Contextual Behavioral Science,2017,572
538,"Kamas, Linda",Linda,Kamas,female,Journal of Economic Behavior & Organization,2012,573
539,"Preston, Anne",Anne, Preston,female,Journal of Economic Behavior & Organization,2012,574
540,"Rosenbloom, Joshua L.",NA,NA,NA,NA,NA,NA
541,"Ash, Ronald A.",NA,NA,NA,NA,NA,NA
542,"Dupont, Brandon",Brandon, Dupont,male,Journal of Economic Psychology,2008,577
543,"Coder, LeAnne",LeAnne, Coder,female,Journal of Economic Psychology,2008,578
544,"Mulvey, Kelly L.",NA,NA,NA,NA,NA,NA
545,"Miller, Bridget",Bridget, Miller,female,Journal of experimental child psychology,2017,580
546,"Rizzardi, Victoria",Victoria, Rizzardi,female,Journal of experimental child psychology,2017,581
547,"Moscatelli, Adriana",Adriana, Moscatelli,female,Journal of experimental child psychology,2017,584
548,"Danbold, Felix",Felix,Danbold,male,Journal of experimental social psychology,2017,586
549,"Huo, Yuen J.",NA,NA,NA,NA,NA,NA
550,"Johnson, India R.",NA,NA,NA,NA,NA,NA
551,"Ozgumus, Ezgi",Ezgi, Ozgumus,NA,Psychology of Women Quarterly,2018,1504
551,"Ozgumus, Ezgi",Ezgi, Ozgumus,NA,Journal of experimental social psychology,2018,590
552,"Lee, Hang-Shim",Hang-Shim,Lee,NA,Journal of vocational behavior,2015,591
553,"Flores, Lisa Y.",NA,NA,NA,NA,NA,NA
554,"Navarro, Rachel L.",NA,NA,NA,NA,NA,NA
555,"Kanagui-Muñoz, Marlen",Marlen, Kanagui-Muñoz,female,Journal of vocational behavior,2015,594
556,"Le, Huy",Huy,Le,male,Journal of vocational behavior,2016,595
557,"Robbins, Steven B.",NA,NA,NA,NA,NA,NA
558,"Fouad, Nadya A.",NA,NA,NA,NA,NA,NA
559,"Singh, Romila",Romila, Singh,NA,Journal of vocational behavior,2016,598
559,"Singh, Romila",Romila,Singh,NA,Journal of vocational behavior,2013,629
560,"Cappaert, Kevin",Kevin, Cappaert,male,Journal of vocational behavior,2016,599
560,"Cappaert, Kevin",Kevin, Cappaert,male,Journal of vocational behavior,2013,633
561,"Chang, Wen-hsin",Wen-hsin, Chang,NA,Journal of vocational behavior,2016,600
562,"Wan, Min",Min, Wan,NA,Journal of vocational behavior,2016,601
563,"Hall, Alysha R.",NA,NA,NA,NA,NA,NA
564,"Nishina, Adrienne",Adrienne, Nishina,female,Journal of vocational behavior,2017,603
565,"Lewis, Jakeem A.",NA,NA,NA,NA,NA,NA
566,"Inda, Mercedes",Mercedes,Inda,female,Journal of vocational behavior,2013,605
567,"Rodríguez, Carmen",Carmen, Rodríguez,female,Journal of vocational behavior,2013,606
568,"Peña, José Vicente",José Vicente, Peña,NA,Journal of vocational behavior,2013,607
569,"Yang, Yang",Yang,Yang,male,Journal of vocational behavior,2015,608
570,"Barth, Joan M.",NA,NA,NA,NA,NA,NA
571,"Wegemer, Christopher M.",NA,NA,NA,NA,NA,NA
572,"Eccles, Jacquelynne S.",NA,NA,NA,NA,NA,NA
573,"Block, Caryn J.",NA,NA,NA,NA,NA,NA
574,"Cruz, Mateo",Mateo, Cruz,male,Journal of Vocational Behavior,2018,613
575,"Bairley, Maura",Maura, Bairley,female,Journal of Vocational Behavior,2018,614
576,"Harel-Marian, Taly",Taly, Harel-Marian,NA,Journal of Vocational Behavior,2018,615
577,"Roberson, Loriann",Loriann, Roberson,female,Journal of Vocational Behavior,2018,616
578,"Wilkins-Yel, Kerrie G.",NA,NA,NA,NA,NA,NA
579,"Hyman, Jacqueline",Jacqueline, Hyman,female,Journal of Vocational Behavior,2018,618
580,"Zounlome, Nelson O. O.",NA,NA,NA,NA,NA,NA
581,"Lopez, Frederick G.",NA,NA,NA,NA,NA,NA
582,"Richardson, Clarissa M. E.",NA,NA,NA,NA,NA,NA
583,"Smith, Paige E.",NA,NA,NA,NA,NA,NA
584,"Watford, Bevlee A.",NA,NA,NA,NA,NA,NA
585,"Hui, Kayi",Kayi, Hui,NA,Journal of vocational behavior,2015,627
586,"Lim, Robert H.",NA,NA,NA,NA,NA,NA
587,"Fitzpatrick, Mary E.",NA,NA,NA,NA,NA,NA
588,"Liu, Jane P.",NA,NA,NA,NA,NA,NA
589,"Cappaert, Kevin J.",NA,NA,NA,NA,NA,NA
590,"Figuereido, Catia",Catia, Figuereido,female,Journal of vocational behavior,2013,634
591,"Cadaret, Michael C.",NA,NA,NA,NA,NA,NA
592,"Hartung, Paul J.",NA,NA,NA,NA,NA,NA
593,"Subich, Linda M.",NA,NA,NA,NA,NA,NA
594,"Weigold, Ingrid K.",NA,NA,NA,NA,NA,NA
595,"Fischer, Stefanie",Stefanie,Fischer,female,Labour Economics,2017,639
596,"Hoyt, Crystal L.",NA,NA,NA,NA,NA,NA
597,"Murphy, Susan E.",NA,NA,NA,NA,NA,NA
598,"Miller, David I.",NA,NA,NA,NA,NA,NA
599,"Halpern, Diane F.",NA,NA,NA,NA,NA,NA
600,"Sorby, Sheryl",Sheryl,Sorby,female,Learning and Individual Differences,2018,644
601,"Veurink, Norma",Norma, Veurink,female,Learning and Individual Differences,2018,645
602,"Streiner, Scott",Scott, Streiner,male,Learning and Individual Differences,2018,646
603,"Julien, Heidi",Heidi,Julien,female,Library & Information Science Research,2009,647
604,"Barker, Susan",Susan, Barker,female,Library & Information Science Research,2009,648
605,"Sin, Sei-Ching J.",NA,NA,NA,NA,NA,NA
606,"Kim, Kyung-Sun",Kyung-Sun, Kim,NA,Library & Information Science Research,2008,650
607,"Berdousis, Ioannis",Ioannis,Berdousis,male,Procedia - Social and Behavioral Sciences,2015,651
608,"Kordaki, Maria",Maria, Kordaki,female,Procedia - Social and Behavioral Sciences,2015,652
609,"Faitar, Gheorghita M.",NA,NA,NA,NA,NA,NA
